70,,CAN Inputs P318 Module (fw=v2.1.0) @ Address 3
71,,CAN Inputs P318 Module (fw=v2.1.0) @ Address 3
64,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 3
65,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 3
66,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 3
67,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 3
68,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 3
69,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 3
70,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 3
71,VacGenerator,CAN Outputs P317 Module (fw=v2.1.0) @ Address 3
72,,CAN Inputs P318 Module (fw=v2.1.0) @ Address 3
73,,CAN Inputs P318 Module (fw=v2.1.0) @ Address 3
74,,CAN Inputs P318 Module (fw=v2.1.0) @ Address 3
75,,CAN Inputs P318 Module (fw=v2.1.0) @ Address 3
76,,CAN Inputs P318 Module (fw=v2.1.0) @ Address 3
77,,CAN Inputs P318 Module (fw=v2.1.0) @ Address 3
78,,CAN Inputs P318 Module (fw=v2.1.0) @ Address 3
79,,CAN Inputs P318 Module (fw=v2.1.0) @ Address 3
72,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 3
73,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 3
74,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 3
75,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 3
76,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 3
77,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 3
78,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 3
79,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 3
80,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 4
81,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 4
82,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 4
83,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 4
84,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 4
85,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 4
86,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 4
87,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 4
88,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 4
89,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 4
90,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 4
91,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 4
92,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 4
93,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 4
94,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 4
95,,CAN Outputs P317 Module (fw=v2.1.0) @ Address 4
